customId,winnerCode,coverage,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.hasPositionGraph,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.type,homeTeam.id,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.type,awayTeam.id,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayTeam.disabled,homeTeam.disabled,homeScore.period2,awayScore.period2,homeRedCards,lastPeriod,time.initial,time.max,time.extra,statusTime.prefix,statusTime.initial,statusTime.max,statusTime.timestamp,statusTime.extra,roundInfo.name,roundInfo.cupRoundType
wWsyW,0.0,,False,,,10385083,,1657382400,spartak-moscow-zenit-st-petersburg,False,Super Cup,super-cup,Russia,russia,Football,football,1,21,russia,RU,Super Cup,super-cup,Russia,russia,Football,football,1,21,russia,RU,0,397,True,False,0,1817,1.0,0,Not started,notstarted,Zenit St. Petersburg,zenit-st-petersburg,Zenit,Football,football,1,0,0,2321,[],#52b030,#52b030,#ffffff,Spartak Moscow,spartak-moscow,Spartak ,Football,football,1,0,0,2323,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,Final,1.0
CXsJX,0.0,-1.0,False,,,10352527,,1657375200,stirling-albion-dumbarton,False,"League Cup, Group A",league-cup-group-a,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54498,1.0,0,Not started,notstarted,Dumbarton,dumbarton,Dumbarton,Football,football,1,0,0,2377,[],#52b030,#52b030,#ffffff,Stirling Albion,stirling-albion,Stirling,Football,football,1,0,0,2384,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
XWsEao,0.0,-1.0,False,,,10352566,,1657375200,fraserburgh-kilmarnock,False,"League Cup, Group B",league-cup-group-b,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54499,1.0,0,Not started,notstarted,Fraserburgh,fraserburgh,Fraserburgh,Football,football,1,0,0,35029,[],#52b030,#52b030,#ffffff,Kilmarnock,kilmarnock,Kilmarnock,Football,football,1,0,0,2347,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
iXsvX,0.0,-1.0,False,,,10352555,,1657375200,stenhousemuir-partick-thistle,False,"League Cup, Group B",league-cup-group-b,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54499,1.0,0,Not started,notstarted,Stenhousemuir,stenhousemuir,Stenhousemuir,Football,football,1,0,0,2370,[],#52b030,#52b030,#ffffff,Partick Thistle,partick-thistle,Partick Thistle,Football,football,1,0,0,2358,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
pXsOX,0.0,-1.0,False,,,10352559,,1657375200,buckie-thistle-ross-county,False,"League Cup, Group C",league-cup-group-c,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54500,1.0,0,Not started,notstarted,Buckie Thistle,buckie-thistle,Buckie Thistle,Football,football,1,0,0,2389,[],#52b030,#52b030,#ffffff,Ross County,ross-county,Ross County,Football,football,1,0,0,2365,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
aXsHX,0.0,-1.0,False,,,10352531,,1657375200,east-fife-dunfermline-athletic,False,"League Cup, Group C",league-cup-group-c,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54500,1.0,0,Not started,notstarted,East Fife,east-fife,East Fife,Football,football,1,0,0,2382,[],#52b030,#52b030,#ffffff,Dunfermline Athletic,dunfermline-athletic,Dunfermline,Football,football,1,0,0,2350,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
nXszX,0.0,-1.0,False,,,10352554,,1657375200,greenock-morton-falkirk-fc,False,"League Cup, Group D",league-cup-group-d,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54501,1.0,0,Not started,notstarted,Greenock Morton,greenock-morton,Greenock Morton,Football,football,1,0,0,2374,[],#52b030,#52b030,#ffffff,Falkirk FC,falkirk-fc,Falkirk,Football,football,1,0,0,2363,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
eXskX,0.0,-1.0,False,,,10352534,,1657375200,clyde-fc-hibernian,False,"League Cup, Group D",league-cup-group-d,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54501,1.0,0,Not started,notstarted,Hibernian,hibernian,Hibernian,Football,football,1,0,0,2354,[],#52b030,#52b030,#ffffff,Clyde FC,clyde-fc,Clyde,Football,football,1,0,0,2360,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
rXsxX,0.0,-1.0,False,,,10352564,,1657375200,cowdenbeath-airdrieonians,False,"League Cup, Group E",league-cup-group-e,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54502,1.0,0,Not started,notstarted,Cowdenbeath,cowdenbeath,Cowdenbeath,Football,football,1,0,0,2372,[],#52b030,#52b030,#ffffff,Airdrieonians,airdrieonians,Airdrieonians,Football,football,1,0,0,2367,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
jXsqX,0.0,-1.0,False,,,10352547,,1657375200,arbroath-st-mirren,False,"League Cup, Group E",league-cup-group-e,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54502,1.0,0,Not started,notstarted,St. Mirren,st-mirren,St Mirren,Football,football,1,0,0,2359,[],#52b030,#52b030,#ffffff,Arbroath,arbroath,Arbroath,Football,football,1,0,0,2366,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
oXsFX,0.0,-1.0,False,,,10352574,,1657375200,elgin-city-ayr-united,False,"League Cup, Group F",league-cup-group-f,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54503,1.0,0,Not started,notstarted,Ayr United,ayr-united,Ayr,Football,football,1,0,0,2364,[],#52b030,#52b030,#ffffff,Elgin City,elgin-city,Elgin City,Football,football,1,0,0,2380,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
tXsfEj,0.0,-1.0,False,,,10352572,,1657375200,annan-athletic-queen-of-the-south,False,"League Cup, Group F",league-cup-group-f,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54503,1.0,0,Not started,notstarted,Queen of The South,queen-of-the-south,QoS,Football,football,1,0,0,2368,[],#52b030,#52b030,#ffffff,Annan Athletic,annan-athletic,Annan,Football,football,1,0,0,23955,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
gXsIX,0.0,-1.0,False,,,10352599,,1657375200,albion-rovers-livingston,False,"League Cup, Group G",league-cup-group-g,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54504,1.0,0,Not started,notstarted,Albion Rovers,albion-rovers,Albion Rovers,Football,football,1,0,0,2383,[],#52b030,#52b030,#ffffff,Livingston,livingston,Livingston,Football,football,1,0,0,2356,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
mXsIHHb,0.0,-1.0,False,,,10352584,,1657375200,inverness-caledonian-thistle-kelty-heartsc,False,"League Cup, Group G",league-cup-group-g,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54504,1.0,0,Not started,notstarted,Kelty Hearts F.C.,kelty-hearts-fc,Kelty Hearts,Football,football,1,0,0,206633,[],#52b030,#52b030,#ffffff,Inverness Caledonian Thistle,inverness-caledonian-thistle,Inverness CT,Football,football,1,0,0,2362,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
hXsBX,0.0,-1.0,False,,,10352587,,1657375200,hamilton-academical-dundee-fc,False,"League Cup, Group H",league-cup-group-h,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54505,1.0,0,Not started,notstarted,Dundee FC,dundee-fc,Dundee,Football,football,1,0,0,2357,[],#52b030,#52b030,#ffffff,Hamilton Academical,hamilton-academical,Hamilton,Football,football,1,0,0,2376,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
wXsEX,0.0,-1.0,False,,,10352591,,1657375200,queens-park-fc-stranraer,False,"League Cup, Group H",league-cup-group-h,Scotland,scotland,Football,football,1,22,scotland,SX,League Cup,league-cup,Scotland,scotland,Football,football,1,22,scotland,SX,0,332,False,False,0,54505,1.0,0,Not started,notstarted,Stranraer,stranraer,Stranraer,Football,football,1,0,0,2371,[],#52b030,#52b030,#ffffff,Queens Park FC,queens-park-fc,Queens Park,Football,football,1,0,0,2379,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
jdcsLok,1.0,-1.0,True,,,10383391,,1657303200,fk-vozdovac-fk-novi-pazar,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,0,210,False,False,0,1107,1.0,100,Ended,finished,FK Voždovac,fk-vozdovac,Voždovac,Football,football,1,0,0,5159,[],#52b030,#52b030,#ffffff,FK Novi Pazar,fk-novi-pazar,Novi Pazar,Football,football,1,0,0,25736,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1657309994.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657310031,False,False,,,,,,,,,,,,,,
Uccscdc,0.0,-1.0,False,,,10383380,,1657389600,fk-partizan-fk-javor-ivanjica,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,0,210,False,False,0,1107,1.0,0,Not started,notstarted,FK Javor Ivanjica,fk-javor-ivanjica,Javor,Football,football,1,0,0,5144,[],#52b030,#52b030,#ffffff,FK Partizan,fk-partizan,Partizan,Football,football,1,0,0,5152,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
wfdsrOo,0.0,-1.0,False,,,10383395,,1657389600,fk-mladost-lucani-fk-spartak-subotica,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,0,210,False,False,0,1107,1.0,0,Not started,notstarted,FK Mladost Lučani,fk-mladost-lucani,Mladost,Football,football,1,0,0,7771,[],#52b030,#52b030,#ffffff,FK Spartak Subotica,fk-spartak-subotica,Spartak,Football,football,1,0,0,36967,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Yccskrfc,0.0,-1.0,False,,,10383379,,1657389600,fk-cukaricki-tsc-backa-topola,False,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,Superliga,superliga,Serbia,serbia,Football,football,1,152,serbia,RS,0,210,False,False,0,1107,1.0,0,Not started,notstarted,FK Čukarički,fk-cukaricki,Čukarički,Football,football,1,0,0,5148,[],#52b030,#52b030,#ffffff,TSC Bačka Topola,tsc-backa-topola,TSC Bačka T.,Football,football,1,0,0,263360,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
OkbsTkb,0.0,-1.0,False,,,10174136,,1657359000,tampines-rovers-balestier-central,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,0,634,False,False,0,58,,0,Not started,notstarted,Balestier Central,balestier-central,Balestier Khalsa,Football,football,1,0,0,3039,[],#52b030,#52b030,#ffffff,Tampines Rovers,tampines-rovers,Tampines Rovers,Football,football,1,0,0,3043,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
QkbsIGn,0.0,-1.0,False,,,10174137,,1657359000,hougang-united-lion-city-sailors,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,SG,0,634,False,False,0,58,,0,Not started,notstarted,Lion City Sailors,lion-city-sailors,Lion City Sailors,Football,football,1,0,0,3041,[],#52b030,#52b030,#ffffff,Hougang United,hougang-united,Hougang Utd,Football,football,1,0,0,34083,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
MKskVi,0.0,3.0,False,,,10074984,,1657364400,dalkurd-ff-if-brommapojkarna,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,0,27,13.0,0,Not started,notstarted,IF Brommapojkarna,if-brommapojkarna,Brommapojkarna,Football,football,1,0,0,1787,[],#52b030,#52b030,#ffffff,Dalkurd FF,dalkurd-ff,Dalkurd,Football,football,1,0,0,22260,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
AKsZL,0.0,3.0,False,,,10074945,,1657371600,norrby-if-vasteras-sk,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,0,27,13.0,0,Not started,notstarted,Norrby IF,norrby-if,Norrby,Football,football,1,0,0,1849,[],#52b030,#52b030,#ffffff,Västerås SK,vasteras-sk,Västerås,Football,football,1,0,0,1775,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LLsQL,0.0,3.0,False,,,10074933,,1657450800,jonkopings-sodra-ostersunds-fk,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,0,27,13.0,0,Not started,notstarted,Jönköpings Södra,jonkopings-sodra,J-Södra,Football,football,1,0,0,1841,[],#52b030,#52b030,#ffffff,Östersunds FK,ostersunds-fk,Östersund,Football,football,1,0,0,1836,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
GKsLad,0.0,3.0,False,,,10075045,,1657458000,utsiktens-bk-osters-if,False,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,Superettan,superettan,Sweden,sweden,Football,football,1,9,sweden,SE,0,46,False,False,0,27,13.0,0,Not started,notstarted,Utsiktens BK,utsiktens-bk,Utsikten,Football,football,1,0,0,7536,[],#52b030,#52b030,#ffffff,Östers IF,osters-if,Öster,Football,football,1,0,0,1781,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
gvkbsIbLb,1.0,-1.0,True,True,True,10198181,,1657321200,orlando-pride-houston-dash,False,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,0,1690,True,False,0,26540,1.0,100,Ended,finished,Orlando Pride,orlando-pride,Orlando Pride,Football,football,1,0,0,215083,[],#52b030,#52b030,#ffffff,Houston Dash,houston-dash,Houston,Football,football,1,0,0,151006,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1657325459.0,"['status.code', 'status.description', 'status.type']",1657328419,,,1.0,0.0,,,,,,,,,,,,
tUnsAgbd,2.0,-1.0,True,True,True,10198182,,1657324800,racing-louisville-njny-gotham-fc,False,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,0,1690,True,False,0,26540,1.0,100,Ended,finished,Racing Louisville,racing-louisville,Racing Louisville,Football,football,1,0,0,377825,[],#52b030,#52b030,#ffffff,NJ/NY Gotham FC,njny-gotham-fc,Gotham,Football,football,1,0,0,34718,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,1657329246.0,"['status.code', 'status.description', 'status.type']",1657332239,False,False,1.0,1.0,,,,,,,,,,,,
unndsvnnd,0.0,-1.0,False,,,10198171,,1657420200,san-diego-wave-fc-angel-city-fc,False,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,National Women's Soccer League,national-womens-soccer-league,USA,usa,Football,football,1,26,usa,US,0,1690,True,False,0,26540,1.0,0,Not started,notstarted,Angel City FC,angel-city-fc,Angel City FC,Football,football,1,0,0,408169,[],#52b030,#52b030,#ffffff,San Diego Wave FC,san-diego-wave-fc,San Diego Wave,Football,football,1,0,0,408170,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
IXKcsyCod,0.0,,False,,,10431013,,1657418400,bay-cities-fc-los-angeles-force,False,NISA,nisa,USA,usa,Football,football,1,26,usa,US,NISA,nisa,USA,usa,Football,football,1,26,usa,US,0,18642,False,False,0,81041,1.0,70,Canceled,canceled,Bay Cities FC,bay-cities-fc,Bay Cities FC,Football,football,1,0,0,411373,[],#52b030,#52b030,#ffffff,Los Angeles Force,los-angeles-force,LA Force,Football,football,1,0,0,339883,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1656868591,False,,,,,,,,,,,,,,,
Jobseolc,0.0,3.0,False,,,10423463,,1657303200,deportivo-maldonado-albion-fc,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,5.0,60,Postponed,postponed,Albion FC,albion-fc,Albion FC,Football,football,1,0,0,278204,[],#52b030,#52b030,#ffffff,Deportivo Maldonado,deportivo-maldonado,Dep. Maldonado,Football,football,1,0,0,3234,[],#52b030,#52b030,#ffffff,,,,,,,,,,,1657142341.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1657216852,,False,,,,,,,,,,,,,,
xZubseolc,1.0,3.0,False,,,10442095,,1657303200,albion-fc-montevideo-city-torque,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,4.0,100,Ended,finished,Albion FC,albion-fc,Albion FC,Football,football,1,0,0,278204,[],#52b030,#52b030,#ffffff,Montevideo City Torque,montevideo-city-torque,Torque,Football,football,1,0,0,174972,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1657310509.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657310517,False,False,,,,,,,,,,,,,,
JobsPob,0.0,3.0,False,,,10442093,,1657371600,montevideo-wanderers-deportivo-maldonado,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,4.0,0,Not started,notstarted,Deportivo Maldonado,deportivo-maldonado,Dep. Maldonado,Football,football,1,0,0,3234,[],#52b030,#52b030,#ffffff,Montevideo Wanderers,montevideo-wanderers,Wanderers,Football,football,1,0,0,3240,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
yobsOdo,0.0,3.0,False,,,10423466,,1657375200,rentistas-fenix,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,5.0,60,Postponed,postponed,Rentistas,rentistas,Rentistas,Football,football,1,0,0,35189,[],#52b030,#52b030,#ffffff,Fénix,fenix,Fénix,Football,football,1,0,0,3223,[],#52b030,#52b030,#ffffff,,,,,,,,,,,1657142341.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1657288843,,,,,,,,,,,,,,,,
EMcsOdo,0.0,3.0,False,,,10442094,,1657389600,liverpool-uru-rentistas,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,4.0,0,Not started,notstarted,Liverpool URU,liverpool-uru,Liverpool,Football,football,1,0,0,6879,[],#52b030,#52b030,#ffffff,Rentistas,rentistas,Rentistas,Football,football,1,0,0,35189,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
CobsPob,0.0,3.0,False,,,10423464,,1657404000,montevideo-wanderers-penarol,False,"Primera Division, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59574,5.0,60,Postponed,postponed,Montevideo Wanderers,montevideo-wanderers,Wanderers,Football,football,1,0,0,3240,[],#52b030,#52b030,#ffffff,Peñarol,penarol,Peñarol,Football,football,1,0,0,3227,[],#52b030,#52b030,#ffffff,,,,,,,,,,,1657142341.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1657317664,False,False,,,,,,,,,,,,,,
KobsMob,0.0,3.0,False,,,10368299,,1657317600,river-plate-plaza-colonia,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59575,5.0,60,Postponed,postponed,Plaza Colonia,plaza-colonia,Plaza Colonia,Football,football,1,0,0,3235,[],#52b030,#52b030,#ffffff,River Plate,river-plate,River Plate,Football,football,1,0,0,3237,[],#52b030,#52b030,#ffffff,,,,,,,,,,,1657142341.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1657231267,False,False,,,,,,,,,,,,,,
CMcsvZub,0.0,3.0,False,,,10368279,,1657389600,cerrito-boston-river,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59575,5.0,60,Postponed,postponed,Boston River,boston-river,Boston River,Football,football,1,0,0,174970,[],#52b030,#52b030,#ffffff,Cerrito,cerrito,Cerrito,Football,football,1,0,0,6877,[],#52b030,#52b030,#ffffff,,,,,,,,,,,1657142341.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1657303254,,,,,,,,,,,,,,,,
FobsKob,0.0,3.0,False,,,10442097,,1657407600,plaza-colonia-nacional,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,UY,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,UY,0,278,False,False,0,59575,4.0,0,Not started,notstarted,Nacional,nacional,Nacional,Football,football,1,0,0,3230,[],#52b030,#52b030,#ffffff,Plaza Colonia,plaza-colonia,Plaza Colonia,Football,football,1,0,0,3235,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
umnsWOyc,0.0,-1.0,False,,,10139990,,1657364400,becamex-binh-duong-hong-linh-ha-tinh,False,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,0,626,False,False,0,4104,6.0,0,Not started,notstarted,Hồng Lĩnh Hà Tĩnh,hong-linh-ha-tinh,Hà Tĩnh,Football,football,1,0,0,309496,[],#52b030,#52b030,#ffffff,Becamex Bình Dương,becamex-binh-duong,Becamex Bình Dương,Football,football,1,0,0,33119,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
FknsCmn,0.0,-1.0,False,,,10139979,,1657364400,nam-dinh-dong-a-thanh-hoa,False,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,0,626,False,False,0,4104,6.0,0,Not started,notstarted,Đông Á Thanh Hóa,dong-a-thanh-hoa,Thanh Hóa,Football,football,1,0,0,33030,[],#52b030,#52b030,#ffffff,Nam Định,nam-djinh,Nam Định,Football,football,1,0,0,33127,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
AaqstbA,0.0,-1.0,False,,,10139980,,1657368900,sai-gon-binh-dinh,False,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,V-League,v-league,Vietnam,vietnam,Football,football,1,366,vietnam,VN,0,626,False,False,0,4104,6.0,0,Not started,notstarted,Sài Gòn,sai-gon,Sài Gòn,Football,football,1,0,0,62568,[],#52b030,#52b030,#ffffff,Bình Định,binh-dinh,Bình Định,Football,football,1,0,0,40025,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
